1702455611.324546 -0.002144638914614916 0.0036643468774855137 -0.007571471855044365 -0.3927312314601343, 0.02492168379795466 -0.10086277738307964 0.9137657192360922
1702455611.390891 -0.0012409479822963476 0.013608209788799286 -0.006234452594071627 -0.3926335902410722, 0.027577449707406488 -0.10546461331038787 0.913211675035603
1702455611.457236 -0.00023925513960421085 0.012721224687993526 -0.005114337429404259 -0.3924520090668699, 0.028147676053006925 -0.10482381499624441 0.913346099089401
1702455611.523581 -0.0032636739779263735 0.006263536401093006 -0.009254882112145424 -0.393118734192751, 0.024451337591640022 -0.10229079807850137 0.9134530012787369
1702455611.589926 0.0012894452083855867 0.008352041244506836 -0.000982598401606083 -0.3928707240105511, 0.02914135685014911 -0.10185942448124556 0.9134703241926948
1702455611.656271 -0.0014499220997095108 -0.005575366318225861 -0.005648078862577677 -0.3933545407479585, 0.023910168442060724 -0.0957620416440526 0.9140733780710375
1702455611.722616 0.0014198878780007362 0.0250617116689682 -0.00040567247197031975 -0.39306299898650304, 0.03261108945199308 -0.10981606016620533 0.9123477563966839
1702455611.822134 -0.0014132391661405563 0.018028412014245987 -0.005180248059332371 -0.39347112070816, 0.028770563184679628 -0.10722078177138979 0.9126096842676132
1702455611.954824 -0.00647251820191741 -0.01971915364265442 -0.01348195131868124 -0.3941305353627302, 0.01691122231621775 -0.09035335208121165 0.914445954347302
1702455612.021169 -0.008307975716888905 -0.04536609351634979 -0.017514679580926895 -0.39435403555335924, 0.009685293665557404 -0.07858864003326123 0.9155407775665233
1702455612.087514 -0.007800885010510683 -0.04420294612646103 -0.015939490869641304 -0.39435586586223503, 0.010588023962115856 -0.07888843597855962 0.9155042105187071
1702455612.1538591 -0.006401656195521355 -0.03747401759028435 -0.012275194749236107 -0.3944335749208253, 0.013728551225816864 -0.08152220657508297 0.915198236280833
1702455612.220204 -0.005625366233289242 -0.033206433057785034 -0.011926398612558842 -0.3942585567379377, 0.014920883680174284 -0.08348171314378826 0.9150783361219408
1702455612.286549 -0.006255794316530228 -0.032612912356853485 -0.012939821928739548 -0.39437618062314717, 0.014422903513074573 -0.08398479663203977 0.9149895966326755
1702455612.352894 -0.004812475293874741 -0.024767156690359116 -0.00947505235671997 -0.39442640496848697, 0.01760714496726461 -0.08718239159435184 0.9146130493851624
1702455612.419239 -0.004801646340638399 -0.02236011065542698 -0.011059962213039398 -0.3943979861914644, 0.017400041751533226 -0.08865804481182296 0.9144874073082181
1702455612.485584 -0.004475095774978399 -0.023231057450175285 -0.011288647539913654 -0.39429477287858217, 0.017176773759688162 -0.08833908086506684 0.9145669999052836
1702455612.551929 -0.004622199572622776 -0.025707649067044258 -0.011844567023217678 -0.3940871017151129, 0.016442145972127446 -0.08732237808482894 0.9147676286266495
1702455612.618274 -0.003813132643699646 -0.025091849267482758 -0.01096599455922842 -0.3940534459287379, 0.016998707435338198 -0.08742187624775995 0.9147624507217906
1702455612.684619 -0.002544849179685116 -0.015116637572646141 -0.007436566986143589 -0.3939781106870271, 0.02065612754334418 -0.09160816479365058 0.9143098582195935
1702455612.750965 -0.002164730103686452 -0.01212188322097063 -0.007874310947954655 -0.39384097125267886, 0.02124122169728851 -0.09321855242490411 0.9141927594043604
1702455612.81731 -0.0017589086201041937 -0.009051698260009289 -0.007515297271311283 -0.39365938214505947, 0.022088849881710167 -0.09466938950271979 0.9141017887802515
1702455612.883655 -0.0026515803765505552 -0.0169818177819252 -0.010654164478182793 -0.3937843754314289, 0.019045610780043208 -0.09135446812264507 0.9144536573988444
1702455612.95 -0.0006784903816878796 -0.005631820298731327 -0.005651887971907854 -0.39358461848791765, 0.023758775416221747 -0.09607622774839 0.9139453086164845
1702455613.016345 -0.0015757353976368904 -0.011919409967958927 -0.0064459447748959064 -0.3936567266397772, 0.02203976286871204 -0.0931626105325767 0.9142589121374218
1702455613.08269 -0.004097006283700466 -0.020447276532649994 -0.011298557743430138 -0.3937482420156301, 0.017974635413561996 -0.08992507919418675 0.9146325571087386
1702455613.149035 0.0030890852212905884 0.0032920315861701965 0.002832867205142975 -0.3932746390160322, 0.029925488306542757 -0.0989425210092954 0.9135917583870543
1702455613.21538 -0.0019407495856285095 -0.01082482561469078 -0.004828156437724829 -0.39351559320287416, 0.023183951655864978 -0.0935178789331579 0.9142551004023175
1702455613.281725 -0.0038881299551576376 -0.040020834654569626 -0.008589442819356918 -0.39375893771538845, 0.015317522114567059 -0.0799723723940662 0.9156001813778673
1702455613.34807 -0.002934711053967476 -0.020693575963377953 -0.004123278893530369 -0.3937314436967126, 0.021395020066351102 -0.08853818488708345 0.9147014776295945
1702455613.4144151 -0.003298567607998848 -0.01963585615158081 -0.0048565492033958435 -0.3935935907976182, 0.021359078063896125 -0.08900015247815528 0.9147168129679057
1702455613.48076 -0.003712864127010107 -0.021534204483032227 -0.005949303042143583 -0.39358557637172475, 0.020486399993733206 -0.0882529856426094 0.9148126103266173
1702455613.547105 -0.0035692108795046806 -0.01995929889380932 -0.006926258094608784 -0.3935651589359692, 0.02044968044094485 -0.0892201028559991 0.9147284020341413
1702455613.61345 -0.005208451300859451 -0.030286327004432678 -0.010631020180881023 -0.3936679153251806, 0.016498333280822144 -0.08485904296452676 0.9151788460566744
1702455613.679795 -0.002876458689570427 -0.01666850969195366 -0.004261245019733906 -0.39322481457728986, 0.022370863463551428 -0.09047532212579547 0.9147065134537878
1702455613.74614 -0.003191123716533184 -0.02085069566965103 -0.006322693545371294 -0.39322847773096564, 0.020561467009933318 -0.08884356531677028 0.9149073238736215
1702455613.812485 -0.0020805844105780125 -0.013909412547945976 -0.0051602330058813095 -0.39326274328592975, 0.022622019190461903 -0.09197458873660831 0.9145344903379551
1702455613.87883 -0.0019368348876014352 -0.01383807510137558 -0.003107671160250902 -0.39316952930782073, 0.02351068775527126 -0.09168611619023452 0.9145811199030361
1702455613.9451761 -0.00322384899482131 -0.015286294743418694 -0.007194779347628355 -0.39334602336592267, 0.02126729744971247 -0.09168350773306705 0.9145604093613288
1702455614.011521 -0.0035313607659190893 -0.021224621683359146 -0.008081593550741673 -0.3933452518132375, 0.019700081706543224 -0.08894699510506933 0.9148660293827261
1702455614.077866 -0.004439671989530325 -0.025449778884649277 -0.00958672072738409 -0.3934014010207814, 0.018073655335327572 -0.08714098914674297 0.9150492493129718
1702455614.144211 -0.00571128586307168 -0.028594283387064934 -0.011412556283175945 -0.3934899289069538, 0.016423510849915623 -0.08596731637914151 0.9151533011767656
1702455614.210556 -0.0030030705966055393 -0.018569329753518105 -0.00605058902874589 -0.3935728015261533, 0.021124594188641755 -0.08972844109185855 0.9146600506627832
1702455614.276901 -0.0030310878064483404 -0.01786166802048683 -0.0054444740526378155 -0.3933808533679083, 0.021548193425063145 -0.08996389102243273 0.9147096139626808
1702455614.343246 -0.0002822417300194502 -0.008776545524597168 -0.000527538824826479 -0.39335206458920513, 0.025945025114614904 -0.09342091323751922 0.9142612000544921
1702455614.409591 0.001359960064291954 -0.0023438353091478348 0.00292372889816761 -0.39352468009804376, 0.02896931075932325 -0.09574142243914958 0.9138559433615292
1702455614.475936 -0.0019445004872977734 -0.011577255092561245 -0.0018118503503501415 -0.39377858925211356, 0.024609335344714805 -0.09209215996377394 0.9142493299607679
1702455614.542281 -0.0014205018524080515 -0.008574771694839 -0.001138053834438324 -0.3939019003557781, 0.025591978674611854 -0.09329943710730536 0.9140468032650652
1702455614.6086261 0.00023904722183942795 0.0025352872908115387 0.003351631574332714 -0.3939505267066935, 0.029939571067415283 -0.0978161326235464 0.9134213752646644
1702455614.674971 0.0009293686598539352 -0.0035256464034318924 0.004259745590388775 -0.39412560319357487, 0.029206153019499782 -0.09462567999253306 0.9137056365258196
1702455614.741316 -0.002170317806303501 -0.011291825212538242 -0.0019181962125003338 -0.39435034585698836, 0.0245640810463291 -0.0919317240784266 0.9140202233828262
1702455614.807661 -0.004052296280860901 -0.04361817613244057 -0.006678765174001455 -0.39478784326711763, 0.015550921662129851 -0.07706369080197796 0.9154025973329623
1702455614.874006 -0.004947320092469454 -0.023753732442855835 -0.006440655793994665 -0.39474515937783267, 0.019561896948377715 -0.08662207929803718 0.9144890413305318
1702455614.940351 -0.003722621826454997 -0.029525071382522583 -0.0036817705258727074 -0.3947756461542133, 0.019675478428337362 -0.08332993415905504 0.9147793104488028
1702455615.006696 -0.0029393439181149006 -0.021995363757014275 -0.004097845405340195 -0.3946852677099392, 0.021169790522154078 -0.08698317218435538 0.9144448081643465
1702455615.073041 0.0005104148294776678 -0.005652694031596184 0.0013292073272168636 -0.394445590185406, 0.027321828384086224 -0.09394868370311657 0.913695703671353
1702455615.139386 -0.0008127539185807109 -0.011110592633485794 -0.001259669428691268 -0.39459493887656116, 0.024866041277927024 -0.09181280395185303 0.913918444520443
1702455615.205732 -0.0011717353481799364 -0.011396815069019794 -0.002185090444982052 -0.394376791463365, 0.024415532484972562 -0.09193482307153229 0.9140124815533662
1702455615.272077 -0.000553039601072669 -0.009983450174331665 -0.0010074737947434187 -0.39450487859393973, 0.02525264227021497 -0.09237193815926292 0.9138903817551943
1702455615.338422 -0.0012499812291935086 -0.013217825442552567 -0.0014313622377812862 -0.3946434330344882, 0.024304698700544716 -0.09089413856299759 0.9140044299448005
1702455615.404767 -0.0007265944150276482 -0.016859322786331177 -0.0009488111827522516 -0.3945657843604777, 0.023866811476672297 -0.08909643821282842 0.9142264718436705
1702455615.471112 0.0007062535150907934 -0.007245725952088833 0.0034931267146021128 -0.39445182016816394, 0.0278763272366526 -0.09297058799029756 0.9137763083570047
1702455615.537457 -0.0012346880976110697 0.0012748530134558678 -0.0013896438758820295 -0.39385132862536376, 0.027226442153613282 -0.09780734742178619 0.9135499847178619
1702455615.603802 -0.0020801073405891657 -0.03394690155982971 -0.0029591235797852278 -0.3938820840852255, 0.018311795860007404 -0.07879650161375511 0.9155941750046764
1702455615.670147 -0.0012785333674401045 -0.030964326113462448 -0.0016904419753700495 -0.3940721955121184, 0.018491977151349575 -0.07772761955630679 0.9156001139489898
1702455615.736492 -0.0033810019958764315 -0.057053446769714355 -0.008372243493795395 -0.39374358250249875, 0.008262160975129822 -0.06279209355087563 0.9170359212820494
1702455615.8028371 0.0004351551178842783 -0.02611614391207695 0.000355706550180912 -0.3935387355019694, 0.01727545329915292 -0.07265703468344621 0.9162694896611085
1702455615.869182 0.001153574325144291 -0.02359914220869541 0.0008830784354358912 -0.39459430819622804, 0.016582761083497093 -0.07047105223459833 0.9159990036953841
1702455615.935527 0.003500005230307579 -0.015684664249420166 0.004083102568984032 -0.39594254134428736, 0.019726037956682964 -0.07354479589272898 0.9151128620981432
1702455616.001872 0.0025273547507822514 -0.03590988740324974 0.0004855450242757797 -0.39679828670081846, 0.014898999092636075 -0.06694143566422567 0.9153403649400287
1702455616.068217 0.011295028030872345 -0.022725794464349747 0.0179121233522892 -0.3966748726518506, 0.028240124555927937 -0.07445452744250017 0.914498804873477
1702455616.134562 0.003204772248864174 -0.03672993928194046 0.0017157308757305145 -0.3972328703740707, 0.018898417667162496 -0.07499746322798635 0.9144529933317629
1702455616.200907 0.0044762748293578625 -0.035101037472486496 0.004785973113030195 -0.39701248824473406, 0.023127120206837486 -0.08067542079883092 0.9139681050056369
1702455616.267252 0.005346521269530058 -0.03680294379591942 0.00555485999211669 -0.39664277350322075, 0.024922221073279432 -0.0835173112404522 0.9138261606277271
1702455616.333597 0.004622680135071278 -0.04495029151439667 0.006108115892857313 -0.39613551222600857, 0.02435339258693546 -0.08202590377889951 0.9141965430541722
1702455616.399943 0.004056655336171389 -0.045602571219205856 0.004052123054862022 -0.3955231312962066, 0.023234583984795287 -0.08221634057113031 0.9144736628573777
1702455616.466288 0.005021416582167149 -0.04691582918167114 0.004782409407198429 -0.3959675471918646, 0.023223339741813006 -0.08102458049369256 0.9143879895415928
1702455616.532633 0.004975641146302223 -0.05658963322639465 0.002481241477653384 -0.39634590781173185, 0.02018827296296869 -0.07681069008213105 0.9146597579891518
1702455616.598978 0.003921738360077143 -0.06339910626411438 -0.001816683216020465 -0.3969414620950324, 0.01722350616459982 -0.07539097808624204 0.9145802463034373
1702455616.665323 0.008597373962402344 -0.05011248588562012 0.009429504163563251 -0.3968826088569994, 0.026568741500583425 -0.08213485300523923 0.9138009425929396
1702455616.731668 0.005008585285395384 -0.0535762719810009 0.004683144390583038 -0.397280356790778, 0.02395168769187764 -0.08298088791522151 0.9136239965137213
1702455616.798013 0.00383719801902771 -0.07511006295681 -0.0009078225120902061 -0.3975612728360424, 0.017756709615663634 -0.07537827685838501 0.914301836912992
1702455616.864358 -0.0011118575930595398 -0.09308256953954697 -0.010239286348223686 -0.398014286122127, 0.011063597779522465 -0.07273523142498538 0.9144243057554957
1702455616.930703 0.001109914854168892 -0.08878138661384583 -0.003914359956979752 -0.3978757587652589, 0.01708744778155862 -0.07795984791302327 0.9139612474435995
1702455616.9970481 0.00028150819707661867 -0.10373498499393463 -0.005727650597691536 -0.3978332164187841, 0.01444343538317697 -0.0741687184295601 0.9143408118938656
1702455617.063393 -0.0019697854295372963 -0.11566616594791412 -0.01095760241150856 -0.39813167763637475, 0.010910971674310299 -0.07301556372172446 0.9143526920253294
1702455617.129738 -0.0026394864544272423 -0.10797727108001709 -0.0093660494312644 -0.3976481495071554, 0.014680759492307334 -0.07969851421624496 0.9139521712463881
1702455617.196083 -0.0036002404522150755 -0.14748156070709229 -0.01816631108522415 -0.3969298480051518, 0.003324079101989916 -0.0644621265613105 0.9155764744137567
1702455617.262428 -0.006339645944535732 -0.1413542926311493 -0.01968196965754032 -0.39781515985803034, 0.004700161751290687 -0.0706736798206893 0.9147274118813998
1702455617.328773 -0.0038733091205358505 -0.1383782923221588 -0.013866329565644264 -0.3980816444605237, 0.009528969524812142 -0.07369586986579685 0.9143353443065209
1702455617.395118 -0.0035939179360866547 -0.1381700187921524 -0.012326205149292946 -0.3978839331720066, 0.011963821298947937 -0.07691688458125795 0.9141274722760576
1702455617.461463 -0.005305557046085596 -0.15078069269657135 -0.017163317650556564 -0.39793858769530427, 0.008863230688542176 -0.0757892377759277 0.9142331841506149
1702455617.527808 -0.004228166304528713 -0.13789376616477966 -0.010875110514461994 -0.3979864053170864, 0.016555324712901054 -0.08511326843399604 0.9132844430641072
1702455617.594153 -0.006156395189464092 -0.1550801694393158 -0.015337057411670685 -0.39781747991393984, 0.012984054539165067 -0.08276163100062724 0.9136318620958676
1702455617.660499 -0.005149626638740301 -0.14293397963047028 -0.009688176214694977 -0.397688200802387, 0.02039356089941475 -0.09206268431707668 0.9126624018621216
1702455617.726844 -0.0065747336484491825 -0.1722116470336914 -0.015234521590173244 -0.39716261979488965, 0.013322529024743787 -0.08287056125151666 0.913901982564817
1702455617.793189 -0.006915593054145575 -0.14142866432666779 -0.010073680430650711 -0.397456635698499, 0.02399359750523424 -0.10051514649169462 0.9117835463221194
1702455617.859534 -0.007649310864508152 -0.171631321310997 -0.020419452339410782 -0.3966146410012726, 0.014963437671827964 -0.09229948354920081 0.9132106697871111
1702455617.9590511 -0.010512745007872581 -0.2185312956571579 -0.011886298656463623 -0.3909282353422541, 0.013075611717893228 -0.0782553920167734 0.9169952218036337
1702455618.025396 -0.00768114160746336 -0.2279578000307083 -0.008204009383916855 -0.39045623081845204, 0.014427967374697906 -0.07554394143450903 0.9174033346816556
1702455618.091741 -0.001786169596016407 -0.2702521085739136 -0.008608924224972725 -0.391321109117239, 0.0065133164705520035 -0.05746227422392282 0.9184353288657962
1702455618.158086 -0.00257674022577703 -0.2645002007484436 -0.007078791037201881 -0.39169713748026924, 0.00994389716171884 -0.0631969862443102 0.9178674263359805
1702455618.290777 -0.0023987875320017338 -0.2702043354511261 -0.0027296976186335087 -0.3910119830563853, 0.014709184065164842 -0.06773169921227022 0.9177721318128312
1702455618.357122 0.02022775448858738 -0.28907403349876404 0.019175948575139046 -0.3940092432811303, 0.024006355641539565 -0.05514452389422428 0.9171365724810686
1702455618.423467 0.013236358761787415 -0.2882304787635803 -0.033459365367889404 -0.38790255964593623, 0.001055539838422921 -0.07012228550562459 0.9190284843960213
1702455618.456639 -0.005273379385471344 -0.35315361618995667 -0.11599738150835037 -0.3760448542800019, -0.04772706720629151 -0.05983896109730768 0.9234347260961185
1702455618.522984 0.012480396777391434 -0.4023090600967407 -0.10841625928878784 -0.37525471263037036, -0.05172466559216663 -0.03765812600002213 0.9247109414104728
1702455618.655674 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455618.755192 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455618.85471 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455618.954227 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.053745 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.1532621 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.25278 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.352297 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.4518151 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.551333 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.65085 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.750368 0.0 0.0 0.0 0.0, 0.0 0.0 0.0
1702455619.849885 0.020646648481488228 -0.4858852028846741 -0.13358862698078156 -0.37762820037807576, -0.08103284858177828 -0.0018319350978386357 0.9224029833775126
1702455619.91623 0.04084502533078194 -0.5397598743438721 -0.1450151801109314 -0.37763753404720163, -0.10089853416924935 0.026140449225281696 0.9200685059252631
