1702455652.9000564 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455653.900051 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455654.900052 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455655.9000442 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455656.9000444 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455657.8999758 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455658.9000375 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455659.9000418 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455660.9000921 0.07172920793017895 -0.5434060675064407,0.6461116095417938 0.5038100816180465 -0.4761637071523968 0.5062056992892596 0.5130295465740515
1702455661.9000187 0.07162281783356811 -0.544633454570978,0.6451000943104394 0.5068652111397971 -0.4798769054370633 0.5033717651548203 0.5093355273385889
1702455662.9000409 0.07846774771693746 -0.4790100013010291,0.6736935505584483 -0.506116142409976 0.47891401229697306 -0.5041287241458142 -0.5102372474729522
1702455663.9000394 0.08679275550005197 -0.39849782497493547,0.6723482523796869 -0.5029284506298161 0.475023214737706 -0.5070842335090668 -0.5140831636358765
1702455664.9001846 0.09840278152084736 -0.2862635442461505,0.6517971939099242 -0.48655553121213796 0.4552144740640443 -0.5215230039674416 -0.5329702186635267
1702455665.90004 0.1022999120224433 -0.24839427823797117,0.6015024197080349 0.49945170413919016 -0.47081614837598373 0.5102307541207192 0.5182130133548046
1702455666.9001908 0.09901513147314445 -0.280099952934588,0.5484665319403307 0.5109798955548921 -0.48484672245480387 0.4995258693355482 0.5042787998003806
1702455667.8993444 0.10316218250110187 -0.23984916148937285,0.538469773573641 0.5046435468510905 -0.47716409976830326 0.5054545042289896 0.5120205627399004
1702455668.8999276 0.1065527821258862 -0.20727532096182555,0.5282191927903501 0.5002145157202866 -0.47172657386661154 0.5095599530456503 0.5173085462496284
1702455669.90008 0.10577526777996554 -0.21460158531523965,0.5217905158317947 0.5143214759542561 -0.48893614335006025 0.496291409672974 0.5001096917507386
1702455670.9000618 0.10171735673378637 -0.25401628509163365,0.5009742899557786 0.5309947072409096 -0.5093326124617988 0.4794487323471107 0.47828215920702055
1702455671.9000432 0.10424217022551859 -0.23048149999161782,0.5112863194295802 0.5289173132735148 -0.506505089684875 0.4818691510942509 0.48114570669034484
1702455672.9000435 0.08669458716804064 -0.2612145800973027,0.49929416137038096 0.518572864753487 -0.527458550631422 0.46301017331594524 0.4883556498220344
1702455673.900037 0.04475306339245849 -0.2849240312047752,0.4927796651162799 0.5069833219050061 -0.5529537083406916 0.4503355140593858 0.48415703291319934
1702455674.9000895 0.026440657256756678 -0.3440948548537195,0.4506205650426872 0.534495728190941 -0.5504873233598566 0.4677731780107974 0.4387097871023824
1702455675.899282 0.03356645555749224 -0.3268605861336538,0.4672204811649151 0.5280126159951312 -0.5336907745915519 0.4760124354318838 0.45802728715662294
1702455676.9000506 0.03915163884242556 -0.313427215226474,0.47886873930490836 0.5229462985658824 -0.5208499202826788 0.48195763346033504 0.4721857356031471
1702455677.9000819 0.03915163884242556 -0.313427215226474,0.47886873930490836 0.5229462985658824 -0.5208499202826788 0.48195763346033504 0.4721857356031471
1702455678.8994849 0.03915377668346347 -0.3134503415812037,0.4788150866082299 0.5229684164212769 -0.5208808252306459 0.4819456486313584 0.4721393788895009
1702455679.9000485 0.03915377668346347 -0.3134503415812037,0.4788150866082299 0.5229684164212769 -0.5208808252306459 0.4819456486313584 0.4721393788895009
1702455680.9001198 0.03913482965797535 -0.313465941907138,0.4788254709302875 0.522959711614102 -0.5209385033437284 0.48190513165493637 0.47212674129637283
1702455681.9000494 0.07898694461846563 -0.30693229757890533,0.5242226118149196 0.540222288648843 -0.45498074325903876 0.5270587448599053 0.4726113430475002
1702455682.900094 0.1372333569720055 -0.277736033256521,0.5285635922128459 0.5537799971302142 -0.4118551743578759 0.5615880957684823 0.4564228750010623
1702455683.89921 0.16003622785817606 -0.32023449263706655,0.47913270999212676 0.5785184737840616 -0.48629862487344594 0.4887722707406507 0.43581153070081274
1702455684.9000616 0.16630237257967379 -0.39818608143849465,0.38553319468356684 0.5369828809115549 -0.5181641114594685 0.45420032407596794 0.4866799819312829
1702455685.9000964 0.14053070407771825 -0.4489600324644486,0.42748698248564154 0.5089620597108218 -0.4990293570358203 0.4850836584490727 0.5065778981528891
1702455686.9000459 -0.02828611302990247 -0.47827019055423436,0.4341091693873339 0.48275257097125907 -0.5167223495384222 0.4669749398994085 0.5309259592580469
1702455687.9000547 -0.10240505586782409 -0.5039173451674954,0.5043021824777224 -0.49388238900355635 0.49452084028749094 -0.48367220994493765 -0.5268685962177619
1702455688.9000409 0.018696507985538097 -0.525154272866304,0.6002560299823574 0.5236346962326556 -0.3928068388227339 0.5561606054761223 0.5120496784413209
1702455689.900081 0.08995444727003205 -0.46764874569090703,0.6531063093482662 0.5034357750319346 -0.3781643415246539 0.5737294945277198 0.523811624848274
1702455690.9001007 0.23074133534429664 -0.4415539869391168,0.5400006295333575 -0.4984062109553924 0.4367134398758979 -0.5583779975195277 -0.4990857964307678
1702455691.9000797 0.16339775356156697 -0.5149901045048115,0.42712057690761085 -0.44440349109410415 0.4688948035485902 -0.5254610007236533 -0.5536550704427798
1702455692.9001925 -0.054468477628379475 -0.5751579261083157,0.4894907592224501 0.47586115459023637 -0.49087716290930694 0.4824206548099347 0.5476002961092254
1702455693.9000664 0.052351026769819314 -0.5040553311880748,0.6259983468540542 0.47957877817679206 -0.5066558769327753 0.4759811199060762 0.5354866864683892
1702455694.9000988 0.2529453888707163 -0.5214105072610734,0.5117916691443201 -0.5004570396049584 0.5194994455835766 -0.4560519206439411 -0.5212290506343364
1702455695.900105 0.15989765206409098 -0.6048362869426773,0.4149264471714006 -0.46524845871495535 0.4962038670090924 -0.49282420599191523 -0.5426323764916918
1702455696.900053 -0.0481560547903237 -0.6410780258951291,0.4659849757177891 0.48407018246788736 -0.5184498686333241 0.4659851183101707 0.5289079897988429
1702455697.9000635 0.030248645309753353 -0.5973013847869123,0.6049960010213212 0.5038120374099644 -0.5025381984143202 0.4832243381681226 0.5100225770466358
1702455698.900037 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455699.9000661 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455700.9001548 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455701.900182 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455702.9000504 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455703.900092 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455704.9000535 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
1702455705.9000523 0.04425112225271821 -0.5965569983564514,0.6047010565777585 0.5057896789938017 -0.5022518734173782 0.4835823791260536 0.5080038768266127
